country,fluregion,whoregion,year,tot_cases,B%,AH1%,AH3%,p,q,u,v
Costa Rica,Central America and Caribbean,Region of the Americas of WHO,2015,373,0.002680965147453,0.627345844504021,0.369973190348525,-4.238668412923419,0.3734000608185255,0.02375,0.60625
Costa Rica,Central America and Caribbean,Region of the Americas of WHO,2016,513,0.0994152046783626,0.489278752436647,0.41130604288499,-1.2303214643123974,0.12275006425791872,0.16875,0.53125
Costa Rica,Central America and Caribbean,Region of the Americas of WHO,2017,423,0.50354609929078,0.0047281323877068,0.491725768321513,1.9154597748290763,-3.2840802992639597,0.95625,0.0775
Costa Rica,Central America and Caribbean,Region of the Americas of WHO,2018,246,0.109756097560976,0.552845528455285,0.33739837398374,-1.1185275503178571,0.3491794245777268,0.18125,0.59625
Costa Rica,Central America and Caribbean,Region of the Americas of WHO,2019,462,0.153679653679654,0.476190476190476,0.37012987012987,-0.8205510370860528,0.17816544583754249,0.22625,0.55625
Croatia,South West Europe,European Region of WHO,2010,1754,0.0490307867730901,0.950399087799316,0.000570125427594,0.6082547249467005,5.245870270330296,0.725,0.9925
Croatia,South West Europe,European Region of WHO,2011,700,0.275667615327381,0.0001692708333333,0.724163113839286,2.6248855846943964,-5.912312091697429,0.98625,0.02
Croatia,South West Europe,European Region of WHO,2012,1313,0.0441736481340442,0.38994668697639,0.565879664889566,-1.9302528874002098,-0.2633063559745534,0.0975,0.43
Croatia,South West Europe,European Region of WHO,2013,646,0.100602163151445,0.0001692708333333,0.899228566015222,1.7134448380670126,-6.0654152652790785,0.94125,0.012499999999999999
Croatia,South West Europe,European Region of WHO,2014,1251,0.186250999200639,0.511590727418066,0.302158273381295,-0.6100394864867087,0.3723440325734983,0.28375,0.605
Croatia,South West Europe,European Region of WHO,2015,1432,0.230446927374302,0.497206703910615,0.272346368715084,-0.3821364610210864,0.4256296137326136,0.3525,0.625
Croatia,South West Europe,European Region of WHO,2016,1883,0.100902814657461,0.0817843866171004,0.817312798725438,-0.7682386086636156,-1.6277142241250528,0.23625000000000002,0.17250000000000001
Croatia,South West Europe,European Region of WHO,2017,2738,0.597881665449233,0.20854638422206,0.193571950328707,0.8903792902035214,0.05268808410011977,0.815,0.5175
Croatia,South West Europe,European Region of WHO,2018,4482,0.0227576974564926,0.78157072735386,0.195671575189647,-2.322090307076909,0.9792495756450349,0.07875,0.7625
Croatia,South West Europe,European Region of WHO,2019,843,0.0521945432977461,0.829181494661922,0.118623962040332,-1.4641586767007098,1.374955387206739,0.14625,0.83375
Cuba,Central America and Caribbean,Region of the Americas of WHO,2010,923,0.0769230769230769,0.502708559046587,0.420368364030336,-1.4597040662453569,0.12648670424487793,0.15,0.53375
Cuba,Central America and Caribbean,Region of the Americas of WHO,2011,325,0.0307692307692308,0.0369230769230769,0.932307692307692,-1.4670276860299385,-2.2831248699830717,0.14500000000000002,0.12625
Cuba,Central America and Caribbean,Region of the Americas of WHO,2012,511,0.50293542074364,0.442270058708415,0.0547945205479452,0.9575107090173103,1.4766726501991665,0.83125,0.8475
Cuba,Central America and Caribbean,Region of the Americas of WHO,2013,856,0.218457943925234,0.5,0.281542056074766,-0.44160335782186766,0.40610999453816965,0.32999999999999996,0.6174999999999999
Cuba,Central America and Caribbean,Region of the Americas of WHO,2014,315,0.301587301587302,0.126984126984127,0.571428571428571,0.09223042425980711,-1.0635433266899121,0.54,0.24875
Cuba,Central America and Caribbean,Region of the Americas of WHO,2015,582,0.0549828178694158,0.759450171821306,0.185567010309278,-1.5684774002103439,0.9964397828209443,0.1375,0.76625
Cuba,Central America and Caribbean,Region of the Americas of WHO,2016,319,0.529780564263323,0.335423197492163,0.134796238244514,0.7453668606165262,0.6446188489655005,0.76875,0.68875
Cuba,Central America and Caribbean,Region of the Americas of WHO,2017,185,0.345945945945946,0.145945945945946,0.508108108108108,0.19540172391217003,-0.8820859518362987,0.5825,0.29374999999999996
Cuba,Central America and Caribbean,Region of the Americas of WHO,2018,299,0.117056856187291,0.789297658862876,0.0936454849498328,-0.688037252324664,1.507288115151058,0.25625,0.8525
Cuba,Central America and Caribbean,Region of the Americas of WHO,2019,495,0.294949494949495,0.474747474747475,0.23030303030303,-0.09331360533164433,0.5115118996142272,0.45625,0.65125
Denmark,Northern Europe,European Region of WHO,2010,914,0.485776805251641,0.50218818380744,0.012035010940919,1.4961089969054528,2.6383249577957537,0.92625,0.94375
Denmark,Northern Europe,European Region of WHO,2011,102,0.274509803921569,0.0588235294117647,0.666666666666667,0.2666440420379677,-1.7166772406525463,0.60625,0.16375
Denmark,Northern Europe,European Region of WHO,2012,3516,0.378555176336746,0.0930034129692833,0.52844141069397,0.4368891723968784,-1.2284536046743126,0.67,0.2225
Denmark,Northern Europe,European Region of WHO,2013,1157,0.0881590319792567,0.833189282627485,0.0786516853932584,-0.8703874677737616,1.6689359025331032,0.2175,0.875
Denmark,Northern Europe,European Region of WHO,2014,2568,0.189252336448598,0.31892523364486,0.491822429906542,-0.6029467821834871,-0.30629110766733364,0.28625,0.42
Denmark,Northern Europe,European Region of WHO,2015,5217,0.52673950546291,0.424190147594403,0.0490703469426874,1.0573530792625676,1.5251776343822465,0.8525,0.85625
Denmark,Northern Europe,European Region of WHO,2016,4834,0.060612329333885,0.0101365328920149,0.9292511377741,-0.38437735806357554,-3.1948732058303624,0.35,0.085
Denmark,Northern Europe,European Region of WHO,2017,16589,0.71824703116523,0.126951594430044,0.154801374404726,1.3340241293883053,-0.14024541794318185,0.9037499999999999,0.45875
Denmark,Northern Europe,European Region of WHO,2018,11694,0.0116298956729947,0.606464853771165,0.381905250555841,-3.0396785085787426,0.3270186675468933,0.04875,0.5912499999999999
Denmark,Northern Europe,European Region of WHO,2019,7724,0.105774210253755,0.31460383221129,0.579621957534956,-1.139452334135618,-0.4320860287048787,0.1775,0.3825
Ecuador,Tropical South America,Region of the Americas of WHO,2010,808,0.0012376237623762,0.52970297029703,0.469059405940594,-4.897615691598426,0.08597498548616969,0.01625,0.5237499999999999
Ecuador,Tropical South America,Region of the Americas of WHO,2011,285,0.0350877192982456,0.291228070175439,0.673684210526316,-2.0702947659924846,-0.5930184708622744,0.09,0.34875
Ecuador,Tropical South America,Region of the Americas of WHO,2012,466,0.502145922746781,0.0536480686695279,0.444206008583691,0.9630771549593906,-1.4947126973171387,0.8325,0.18375
Ecuador,Tropical South America,Region of the Americas of WHO,2013,1021,0.0274240940254652,0.907933398628795,0.0646425073457395,-1.778819160226858,1.868387416045967,0.11375,0.8925
Ecuador,Tropical South America,Region of the Americas of WHO,2014,236,0.449152542372881,0.122881355932203,0.427966101694915,0.5488742483439789,-0.8823452978070008,0.7,0.2925
Ecuador,Tropical South America,Region of the Americas of WHO,2015,478,0.167364016736402,0.604602510460251,0.228033472803347,-0.6506339966065655,0.6894848358313554,0.26499999999999996,0.7025
Ecuador,Tropical South America,Region of the Americas of WHO,2016,847,0.132231404958678,0.565525383707202,0.30224321133412,-0.9307572346515808,0.44301877000813694,0.20500000000000002,0.63125
Ecuador,Tropical South America,Region of the Americas of WHO,2017,827,0.0858524788391778,0.783555018137848,0.130592503022975,-1.073963333443003,1.266965270946365,0.18625,0.81875
Ecuador,Tropical South America,Region of the Americas of WHO,2018,462,0.207792207792208,0.0606060606060606,0.731601731601732,-0.010840634381419054,-1.7612908344112506,0.49624999999999997,0.1625
Ecuador,Tropical South America,Region of the Americas of WHO,2019,391,0.0920716112531969,0.836317135549872,0.0716112531969309,-0.7981771754384926,1.7378956941961854,0.22875,0.885
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2010,2448,0.0461601307189543,0.952614379084967,0.0012254901960784,0.24563556677831563,4.706410287590185,0.60125,0.9875
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2011,395,0.134177215189873,0.0025316455696202,0.863291139240506,0.8608737211631583,-4.1237636467701915,0.80875,0.03875
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2012,911,0.311745334796926,0.126234906695939,0.562019758507135,0.12847235790507378,-1.055987961372888,0.55375,0.25125
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2013,1802,0.192008879023307,0.628745837957825,0.179245283018868,-0.4561762454516753,0.8873991674209851,0.32625,0.745
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2014,2100,0.431904761904762,0.151904761904762,0.416190476190476,0.441730129704679,-0.7126853395320434,0.67125,0.32625
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2015,1956,0.178936605316973,0.797034764826176,0.0240286298568507,0.20980648713194877,2.4760420635988214,0.58875,0.9349999999999999
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2016,906,0.455849889624724,0.0165562913907285,0.527593818984547,1.2938344655925877,-2.4476929252330435,0.8975,0.12000000000000001
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2017,1689,0.40615748963884,0.467732386027235,0.126110124333925,0.41985484826433817,0.9268336937401314,0.66625,0.75625
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2018,928,0.0786637931034483,0.12823275862069,0.793103448275862,-1.1428644426013517,-1.288423951018962,0.17625000000000002,0.2125
Egypt,Northern Africa,Eastern Mediterranean Region of WHO,2019,2293,0.354121238552115,0.582206716092455,0.0636720453554296,0.49753524846196734,1.564883839334983,0.68625,0.86375
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2010,328,0.344512195121951,0.0731707317073171,0.582317073170732,0.41822929940751535,-1.4666947432027726,0.66375,0.185
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2011,213,0.483568075117371,0.107981220657277,0.408450704225352,0.6809808641942904,-0.9407446924020141,0.74625,0.27875
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2012,417,0.446043165467626,0.455635491606715,0.0983213429256595,0.6086562366526219,1.0843143116821747,0.72625,0.7875
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2013,205,0.0146341463414634,0.453658536585366,0.531707317073171,-2.8686475698658067,-0.11225206241800079,0.055,0.46749999999999997
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2014,89,0.617977528089888,0.0674157303370786,0.314606741573034,1.1801243093907337,-1.089259134498919,0.87625,0.2425
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2015,103,0.0388349514563107,0.407766990291262,0.553398058252427,-2.044561394320336,-0.21593743524757453,0.09125,0.44375
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2016,209,0.114832535885167,0.870813397129187,0.0143540669856459,0.02183666419039758,2.902952218560051,0.51125,0.96375
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2017,286,0.174795582022145,0.0001692708333333,0.825035147144522,2.1996677828101188,-6.0045254102001495,0.97125,0.01625
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2018,194,0.360702205129862,0.638958191944328,0.0003396029258098,2.6112559180036565,5.331455895099136,0.985,0.99625
El Salvador,Central America and Caribbean,Region of the Americas of WHO,2019,249,0.232931726907631,0.726907630522088,0.0401606425702811,0.25303388130490145,2.0477189692710542,0.60375,0.9025
Estonia,Northern Europe,European Region of WHO,2010,973,0.145940390544707,0.849948612538541,0.0041109969167523,0.7379312627801196,3.769947111069534,0.7675,0.97875
Estonia,Northern Europe,European Region of WHO,2011,381,0.062992125984252,0.0026246719160105,0.934383202099738,0.19643965901940613,-4.15420335878671,0.58375,0.0375
Estonia,Northern Europe,European Region of WHO,2012,751,0.318242343541944,0.142476697736352,0.539280958721704,0.11276275114372769,-0.9412003024571984,0.54625,0.27749999999999997
Estonia,Northern Europe,European Region of WHO,2013,398,0.0050251256281407,0.821608040201005,0.173366834170854,-3.526355780759525,1.1001546779746787,0.036250000000000004,0.79
Estonia,Northern Europe,European Region of WHO,2014,748,0.245989304812834,0.156417112299465,0.5975935828877,-0.17753126563381824,-0.9477950823541853,0.4225,0.27499999999999997
Estonia,Northern Europe,European Region of WHO,2015,761,0.377007271958335,0.622653125115856,0.0003396029258098,2.657907671851089,5.313177578870191,0.9875,0.995
Estonia,Northern Europe,European Region of WHO,2016,1472,0.0461878325973732,0.0001692708333333,0.953642896569293,1.0538516483264575,-6.1069592256757215,0.85125,0.01
Estonia,Northern Europe,European Region of WHO,2017,2531,0.639273014618728,0.132753852232319,0.227973133148953,1.0626453025306575,-0.3823546322364024,0.855,0.39499999999999996
Estonia,Northern Europe,European Region of WHO,2018,2477,0.023415421881308,0.867178037949132,0.10940654016956,-2.10391787538577,1.463833815364659,0.08875000000000001,0.84625
Estonia,Northern Europe,European Region of WHO,2019,542,0.319188191881919,0.485239852398524,0.195571955719557,0.028981571739536045,0.6425584948717691,0.51625,0.68625
Finland,Northern Europe,European Region of WHO,2010,446,0.378795083196274,0.620865313877916,0.0003396029258098,2.6629443206930006,5.31114435719659,0.98875,0.99375
Finland,Northern Europe,European Region of WHO,2011,224,0.0446428571428571,0.0446428571428571,0.910714285714286,-1.2310869681061973,-2.13230517729586,0.1675,0.13625
Finland,Northern Europe,European Region of WHO,2012,269,0.178438661710037,0.62453531598513,0.197026022304833,-0.5518920318496979,0.8157693410288313,0.295,0.73125
Finland,Northern Europe,European Region of WHO,2013,106,0.0471698113207547,0.688679245283019,0.264150943396226,-1.7978389741904728,0.6775885597965889,0.11,0.6975
Finland,Northern Europe,European Region of WHO,2014,160,0.25625,0.04375,0.7,0.31138530598277453,-1.9605162869370945,0.62625,0.14875
Finland,Northern Europe,European Region of WHO,2015,178,0.117977528089888,0.786516853932584,0.0955056179775281,-0.6882294143853825,1.4908844990957923,0.255,0.84875
Finland,Northern Europe,European Region of WHO,2016,161,0.0869418025362319,0.0001692708333333,0.912888926630435,1.5881344249110523,-6.076076292104238,0.92875,0.01125
Finland,Northern Europe,European Region of WHO,2017,315,0.568253968253968,0.0222222222222222,0.40952380952381,1.4570581766181518,-2.0604400444419024,0.92375,0.14500000000000002
Finland,Northern Europe,European Region of WHO,2018,160,0.0001645569620253,0.581154351265823,0.418681091772152,-6.5365135478598555,0.2318651740349965,0.00375,0.5725
Finland,Northern Europe,European Region of WHO,2019,129,0.178294573643411,0.534883720930233,0.286821705426357,-0.6425975001612874,0.44066087932808684,0.26999999999999996,0.63
France,South West Europe,European Region of WHO,2010,7773,0.373214974913161,0.565676058150006,0.0611089669368326,0.5689466547607905,1.5735692432562587,0.7075,0.8674999999999999
France,South West Europe,European Region of WHO,2011,6104,0.0342398427260813,0.0560288335517693,0.909731323722149,-1.540008830609949,-1.9709066143460354,0.13875,0.1475
France,South West Europe,European Region of WHO,2012,22310,0.504840878529807,0.310667861945316,0.184491259524877,0.6091718153218442,0.36848910152550324,0.7275,0.6025
France,South West Europe,European Region of WHO,2013,11658,0.0214445016297821,0.630468347915594,0.348087150454623,-2.5180669953979566,0.4200285498778241,0.06875,0.6224999999999999
France,South West Europe,European Region of WHO,2014,29519,0.201565093668485,0.231613537043938,0.566821369287578,-0.47883019590188647,-0.632842194743558,0.3125,0.34125
France,South West Europe,European Region of WHO,2015,21216,0.641072775263952,0.345164027149321,0.013763197586727,1.8208968005182489,2.2783132919374167,0.95,0.92375
France,South West Europe,European Region of WHO,2016,16673,0.0192526839800876,0.0221315899958016,0.958615726024111,-1.6522605763397118,-2.664720797900206,0.1275,0.11125
France,South West Europe,European Region of WHO,2017,25310,0.479849861714737,0.429158435401027,0.0909917028842355,0.7243761888306588,1.0967635158097202,0.76,0.78875
France,South West Europe,European Region of WHO,2018,25436,0.0093961314672118,0.331970435603082,0.658633432929706,-3.1903040026285403,-0.4844538582812536,0.043750000000000004,0.3675
France,South West Europe,European Region of WHO,2019,17801,0.395258693331835,0.488399528116398,0.116341778551767,0.41290841970269887,1.0144164844140262,0.66125,0.77
French Guiana,Tropical South America,Region of the Americas of WHO,2010,103,0.427184466019417,0.223300970873786,0.349514563106796,0.3467522637944135,-0.3168013194380361,0.64,0.415
French Guiana,Tropical South America,Region of the Americas of WHO,2011,88,0.0001645569620253,0.534003020713464,0.465832422324511,-6.545536470877395,0.0965734869467473,0.0025,0.52625
French Guiana,Tropical South America,Region of the Americas of WHO,2012,234,0.568376068376068,0.200854700854701,0.230769230769231,0.7926412486067853,-0.09817219163224833,0.7875,0.47375
French Guiana,Tropical South America,Region of the Americas of WHO,2013,217,0.391705069124424,0.331797235023041,0.276497695852535,0.20995876110839498,0.12892080916549145,0.59,0.535
French Guiana,Tropical South America,Region of the Americas of WHO,2014,120,0.558333333333333,0.133333333333333,0.308333333333333,0.8270614767286468,-0.5927882554016112,0.7975,0.35
French Guiana,Tropical South America,Region of the Americas of WHO,2015,80,0.3375,0.15,0.5125,0.16052119290346215,-0.8687976481109176,0.5599999999999999,0.30124999999999996
French Guiana,Tropical South America,Region of the Americas of WHO,2016,122,0.040983606557377,0.114754098360656,0.844262295081967,-1.6554102767417171,-1.411152962828029,0.12625,0.19375
French Guiana,Tropical South America,Region of the Americas of WHO,2017,221,0.48868778280543,0.366515837104072,0.144796380090498,0.6140370259592514,0.6566994381770028,0.7325,0.6925
French Guiana,Tropical South America,Region of the Americas of WHO,2018,141,0.0212765957446809,0.283687943262411,0.695035460992908,-2.480770688406254,-0.6336299187040558,0.07125000000000001,0.33875
French Guiana,Tropical South America,Region of the Americas of WHO,2019,296,0.212837837837838,0.510135135135135,0.277027027027027,-0.464476176986718,0.4317315331965359,0.32,0.6275
Germany,South West Europe,European Region of WHO,2010,1854,0.362998921251348,0.631067961165049,0.005933117583603,1.4537053560605493,3.2999710080295728,0.9225,0.96875
Germany,South West Europe,European Region of WHO,2011,624,0.189102564102564,0.0080128205128205,0.802884615384615,0.7002785949466216,-3.2577598682619,0.75125,0.07875
Germany,South West Europe,European Region of WHO,2012,1886,0.341463414634146,0.338282078472959,0.320254506892895,0.030000113756591548,0.038724056158873414,0.5175,0.5125
Germany,South West Europe,European Region of WHO,2013,363,0.0881542699724518,0.308539944903581,0.603305785123967,-1.2966369036121663,-0.4741666155401346,0.16375,0.37
Germany,South West Europe,European Region of WHO,2014,1773,0.209813874788494,0.158488437676255,0.631697687535251,-0.33543758552057107,-0.977737261008253,0.37,0.26875
Germany,South West Europe,European Region of WHO,2015,1405,0.524555160142349,0.441992882562278,0.0334519572953737,1.1935943432092715,1.8251723423526731,0.88,0.89125
Germany,South West Europe,European Region of WHO,2016,1543,0.067401166558652,0.0123136746597537,0.920285158781594,-0.3731672419417472,-3.0504396833741887,0.36,0.08875000000000001
Germany,South West Europe,European Region of WHO,2017,2412,0.665837479270315,0.287728026533997,0.0464344941956882,1.4296989679297074,1.2897437400833769,0.91875,0.82375
Germany,South West Europe,European Region of WHO,2018,1187,0.0008424599831508,0.500421229991575,0.498736310025274,-5.213488234384923,0.0023848480656475804,0.015,0.49874999999999997
Germany,South West Europe,European Region of WHO,2019,1022,0.13600782778865,0.419765166340509,0.444227005870841,-0.9433010517866475,-0.04005072544933412,0.2025,0.49
Ghana,Western Africa,African Region of WHO,2010,497,0.104627766599598,0.782696177062374,0.112676056338028,-0.8517870317023888,1.370533916837066,0.22,0.8325
Ghana,Western Africa,African Region of WHO,2011,275,0.610909090909091,0.225454545454545,0.163636363636364,0.9447400589486555,0.2266078503284933,0.8275,0.57
Ghana,Western Africa,African Region of WHO,2012,555,0.336936936936937,0.412612612612613,0.25045045045045,0.03838403377734242,0.35302169609079165,0.5225,0.5975
Ghana,Western Africa,African Region of WHO,2013,370,0.364864864864865,0.121621621621622,0.513513513513513,0.308988023802085,-1.0184894422686699,0.625,0.25625
Ghana,Western Africa,African Region of WHO,2014,272,0.400735294117647,0.202205882352941,0.397058823529412,0.2830105143914292,-0.47715427135306054,0.61625,0.36874999999999997
Ghana,Western Africa,African Region of WHO,2015,422,0.267772511848341,0.412322274881517,0.319905213270142,-0.2488495581678521,0.17944992717383468,0.39875,0.55875
Ghana,Western Africa,African Region of WHO,2016,609,0.502463054187192,0.0673234811165846,0.430213464696223,0.8839610942722852,-1.3115221678007538,0.81375,0.20750000000000002
Ghana,Western Africa,African Region of WHO,2017,738,0.218157181571816,0.602981029810298,0.178861788617886,-0.33397464806452726,0.8593273264475026,0.37124999999999997,0.74125
Ghana,Western Africa,African Region of WHO,2018,500,0.378,0.368,0.254,0.17324881122773167,0.26215889948634513,0.565,0.5812499999999999
Ghana,Western Africa,African Region of WHO,2019,1121,0.185548617305977,0.0017841213202497,0.812667261373773,1.2930799530452028,-4.328480421604896,0.89625,0.035
Greece,South West Europe,European Region of WHO,2010,5396,0.0185322461082283,0.977205337286879,0.0042624166048925,-1.0187871130450088,3.843026731041566,0.19375,0.98
Greece,South West Europe,European Region of WHO,2011,466,0.534334763948498,0.0021459227467811,0.463519313304721,2.3105332046888396,-3.800895812839106,0.97625,0.05
Greece,South West Europe,European Region of WHO,2012,453,0.0485651214128035,0.485651214128035,0.465783664459161,-1.8630005643243617,0.02953543509100869,0.10500000000000001,0.5075
Greece,South West Europe,European Region of WHO,2013,942,0.0403397027600849,0.748407643312102,0.211252653927813,-1.8682790248732524,0.8944144022811144,0.10375000000000001,0.7474999999999999
Greece,South West Europe,European Region of WHO,2014,1146,0.573298429319372,0.0523560209424084,0.37434554973822,1.1510832262622313,-1.3909584867826041,0.86875,0.19875
Greece,South West Europe,European Region of WHO,2015,1716,0.0745920745920746,0.918414918414918,0.0069930069930069,-0.058580115629934155,3.4490820555028745,0.47,0.97375
Greece,South West Europe,European Region of WHO,2016,802,0.119700748129676,0.0012468827930174,0.879052369077307,1.0494016509751865,-4.637346138731304,0.85,0.0275
Greece,South West Europe,European Region of WHO,2017,435,0.724137931034483,0.236781609195402,0.0390804597701149,1.6481812007011043,1.2738639284086763,0.93625,0.82125
Greece,South West Europe,European Region of WHO,2018,824,0.0109223300970874,0.711165048543689,0.277912621359223,-3.0261782725558244,0.66439596608457,0.051250000000000004,0.695
Greece,South West Europe,European Region of WHO,2019,614,0.210097719869707,0.278501628664495,0.511400651465798,-0.47823500267306857,-0.4297296006593267,0.31375,0.385
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2010,119,0.117647058823529,0.310924369747899,0.571428571428571,-1.0419765855764773,-0.43033796926020784,0.1925,0.38375
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2011,378,0.158730158730159,0.740740740740741,0.100529100529101,-0.4424132175463289,1.4122360982675695,0.32875,0.84
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2012,191,0.0890052356020942,0.387434554973822,0.523560209424084,-1.323871063609869,-0.2129134529573158,0.16125,0.44625
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2013,131,0.305343511450382,0.480916030534351,0.213740458015267,-0.03983700222724229,0.5734142549556397,0.48374999999999996,0.67375
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2014,133,0.323308270676692,0.120300751879699,0.556390977443609,0.18197521228919636,-1.0829173271358854,0.5725,0.245
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2015,199,0.0703517587939698,0.658291457286432,0.271356783919598,-1.4640056040652456,0.6266474174874854,0.1475,0.68375
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2016,208,0.216346153846154,0.0480769230769231,0.735576923076923,0.11443279808784673,-1.9288832330394048,0.54875,0.15
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2017,220,0.281818181818182,0.131818181818182,0.586363636363636,0.011088242284769529,-1.0553685907740173,0.505,0.2525
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2018,336,0.18452380952381,0.55952380952381,0.255952380952381,-0.5864570338478148,0.5530244422660342,0.29,0.66375
Guatemala,Central America and Caribbean,Region of the Americas of WHO,2019,273,0.377289377289377,0.450549450549451,0.172161172161172,0.2478581595067063,0.6802627122653475,0.6025,0.69875
Honduras,Central America and Caribbean,Region of the Americas of WHO,2010,258,0.182170542635659,0.10077519379845,0.717054263565892,-0.3176813301514502,-1.3875268483241716,0.37625,0.2
Honduras,Central America and Caribbean,Region of the Americas of WHO,2011,223,0.237668161434978,0.224215246636771,0.538116591928251,-0.3098322511216664,-0.619049880899768,0.38,0.345
Honduras,Central America and Caribbean,Region of the Americas of WHO,2012,143,0.237762237762238,0.321678321678322,0.440559440559441,-0.3752026626590602,-0.22238036621195176,0.35624999999999996,0.43875
Honduras,Central America and Caribbean,Region of the Americas of WHO,2013,219,0.136986301369863,0.821917808219178,0.0410958904109589,-0.23996290110374563,2.1183026052494203,0.40249999999999997,0.915
Honduras,Central America and Caribbean,Region of the Americas of WHO,2014,177,0.67785134180791,0.0001692708333333,0.321979387358757,3.690410947137835,-5.339181445200895,0.99875,0.026250000000000002
Honduras,Central America and Caribbean,Region of the Americas of WHO,2015,86,0.162790697674419,0.186046511627907,0.651162790697674,-0.6204662657691066,-0.8858371902424634,0.27625,0.29124999999999995
Honduras,Central America and Caribbean,Region of the Americas of WHO,2016,86,0.593023255813954,0.232558139534884,0.174418604651163,0.8817627414672685,0.20342194425645405,0.81125,0.56375
Honduras,Central America and Caribbean,Region of the Americas of WHO,2017,183,0.316939890710383,0.39344262295082,0.289617486338798,-0.051468683160146966,0.21663927826418805,0.47375,0.56625
Honduras,Central America and Caribbean,Region of the Americas of WHO,2018,230,0.160869565217391,0.752173913043478,0.0869565217391304,-0.3785229333966622,1.5256248266515953,0.35374999999999995,0.8575
Honduras,Central America and Caribbean,Region of the Americas of WHO,2019,314,0.229299363057325,0.378980891719745,0.39171974522293,-0.42375176851014595,-0.02337755989654901,0.33875,0.495
Hungary,Eastern Europe,European Region of WHO,2010,627,0.189792663476874,0.808612440191388,0.0015948963317384,1.3593590226054837,4.404222367334371,0.90875,0.985
Hungary,Eastern Europe,European Region of WHO,2011,504,0.511818111359127,0.0001692708333333,0.48801261780754,3.2912375592120537,-5.633234439504286,0.9974999999999999,0.02375
Hungary,Eastern Europe,European Region of WHO,2012,269,0.323420074349442,0.368029739776952,0.308550185873606,-0.033535237640427706,0.12464824763962142,0.48624999999999996,0.5325
Hungary,Eastern Europe,European Region of WHO,2013,144,0.0625,0.597222222222222,0.340277777777778,-1.6132822973986591,0.397766654987343,0.13,0.61375
Hungary,Eastern Europe,European Region of WHO,2014,726,0.107438016528926,0.0922865013774105,0.800275482093664,-0.7577193284160558,-1.5273917567558177,0.24125,0.1775
Hungary,Eastern Europe,European Region of WHO,2015,476,0.611344537815126,0.26890756302521,0.119747899159664,1.0008472212679203,0.5720345339692355,0.84,0.6725
Hungary,Eastern Europe,European Region of WHO,2016,927,0.0884573894282632,0.230852211434736,0.680690399137001,-1.2246809327831905,-0.7646156678803551,0.17,0.31875
Hungary,Eastern Europe,European Region of WHO,2017,615,0.782113821138211,0.190243902439024,0.0276422764227642,1.9417706383016975,1.363981114354951,0.95875,0.83125
Hungary,Eastern Europe,European Region of WHO,2018,565,0.0106194690265487,0.557522123893805,0.431858407079646,-3.129721995468389,0.18059819275375494,0.04625,0.5599999999999999
Hungary,Eastern Europe,European Region of WHO,2019,1074,0.256052141527002,0.55586592178771,0.188081936685289,-0.19050605001940263,0.7662558504763584,0.41874999999999996,0.71875
Iceland,Northern Europe,European Region of WHO,2010,148,0.810810810810811,0.162162162162162,0.027027027027027,2.045583292952693,1.2669652709463668,0.9625,0.82
Iceland,Northern Europe,European Region of WHO,2011,124,0.0080631510416666,0.0001692708333333,0.991767578125,-0.3872743893944424,-6.134677461105928,0.34875,0.0025
Iceland,Northern Europe,European Region of WHO,2012,233,0.206008583690987,0.44206008583691,0.351931330472103,-0.5303333959676418,0.16122723401321035,0.3,0.5525
Iceland,Northern Europe,European Region of WHO,2013,149,0.140939597315436,0.805369127516778,0.0536912751677852,-0.31757161315204346,1.9148806609929665,0.3775,0.89625
Iceland,Northern Europe,European Region of WHO,2014,284,0.313380281690141,0.0457746478873239,0.640845070422535,0.49329322504246403,-1.8660953337110118,0.68375,0.15625
Iceland,Northern Europe,European Region of WHO,2015,302,0.304635761589404,0.632450331125828,0.0629139072847682,0.34573108516991735,1.6318853886591012,0.6375,0.87
